"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",NA,NA,NA,NA,NA,NA,NA,NA
"empl_table",49800,45800,46600,47200,49733,46376,46659,47057
"unempl_table",1300,2800,2300,2000,1376,3102,2620,2157
"uerate_table",0.025,0.059,0.047,0.041,0.026,0.064,0.052,0.042
