"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",17800,17100,17300,17300,17745,17344,17307,17237
"empl_table",16600,15300,15600,15700,16654,15505,15632,15733
"unempl_table",1200,1800,1700,1600,1068,1773,1608,1488
"uerate_table",0.067,0.107,0.098,0.092,0.061,0.102,0.093,0.087
