"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",17400,16400,16600,16700,17494,16771,16778,16781
"empl_table",17000,15600,15900,16100,16988,15835,15958,16069
"unempl_table",400,800,700,700,416,892,800,732
"uerate_table",0.025,0.051,0.044,0.039,0.025,0.057,0.048,0.039
