"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",2700,2600,2600,2600,2718,2624,2595,2615
"empl_table",2700,2500,2500,2500,2681,2529,2524,2483
"unempl_table",0,100,100,100,-1,104,107,101
"uerate_table",0.017,0.028,0.025,0.023,0.016,0.028,0.026,0.022
