"","V1","V2","V3","V4"
"lf_table",215600,217900,219900,220000
"empl_table",205600,206500,209300,209300
"unemp_table",10000,11400,10600,10700
"uerate_SB_table",0.046,0.052,0.048,0.049
"uerate_CA_table",0.044,0.048,0.044,0.046
"uerate_US_table",0.041,0.044,0.041,0.039
