"","V1","V2","V3","V4"
"lf_table",215529,220815,220655,219975
"empl_table",206701,211751,211654,210590
"unemp_table",8731,9268,8826,9368
"uerate_SB_table",0.04,0.041,0.04,0.043
"uerate_CA_table",0.042,0.044,0.042,0.044
"uerate_US_table",0.04,0.039,0.038,0.038
