"","V1","V2","V3","V4"
"lf_table",215000,215000,214300,215400
"empl_table",204700,207300,204300,205500
"unemp_table",10400,7700,10000,9900
"uerate_SB_table",0.048,0.036,0.047,0.046
"uerate_CA_table",0.045,0.037,0.043,0.043
"uerate_US_table",0.041,0.034,0.04,0.038
