"","V1","V2","V3","V4"
"lf_table",216500,219900,220400,217500
"empl_table",208400,209300,209700,209900
"unemp_table",8100,10600,10700,7600
"uerate_SB_table",0.037,0.048,0.049,0.035
"uerate_CA_table",0.04,0.044,0.046,0.039
"uerate_US_table",0.037,0.041,0.039,0.033
