"","V1","V2","V3","V4"
"lf_table",215848,220232,219679,216934
"empl_table",207126,211303,210505,208783
"unemp_table",8941,8697,9404,8420
"uerate_SB_table",0.041,0.039,0.043,0.039
"uerate_CA_table",0.043,0.042,0.044,0.042
"uerate_US_table",0.04,0.038,0.038,0.036
