"","V1","V2","V3","V4"
"lf_table",219900,217700,218200,218400
"empl_table",211500,210100,211800,210800
"unemp_table",8300,7700,6300,7600
"uerate_SB_table",0.038,0.035,0.029,0.035
"uerate_CA_table",0.044,0.039,0.035,0.041
"uerate_US_table",0.042,0.033,0.034,0.038
