"","V1","V2","V3","V4"
"lf_table",217926,217127,216860,216454
"empl_table",208915,208936,208751,208212
"unemp_table",8673,8398,8105,7981
"uerate_SB_table",0.04,0.039,0.038,0.037
"uerate_CA_table",0.043,0.041,0.04,0.04
"uerate_US_table",0.04,0.036,0.037,0.036
