"","V1","V2","V3","V4"
"lf_table",218600,217300,215400,217300
"empl_table",210400,209200,207700,210200
"unemp_table",8100,8200,7700,7100
"uerate_SB_table",0.037,0.038,0.036,0.033
"uerate_CA_table",0.043,0.044,0.043,0.039
"uerate_US_table",0.041,0.041,0.039,0.036
