"","V1","V2","V3","V4"
"lf_table",218184,215666,215295,216617
"empl_table",208867,207538,207250,208425
"unemp_table",9216,8181,8084,8213
"uerate_SB_table",0.042,0.038,0.038,0.038
"uerate_CA_table",0.045,0.04,0.041,0.041
"uerate_US_table",0.042,0.038,0.038,0.037
