"","V1","V2","V3","V4"
"lf_table",215859,216454,217126,216391
"empl_table",205180,207763,208551,207933
"unemp_table",10479,8817,8685,8384
"uerate_SB_table",0.049,0.041,0.04,0.039
"uerate_CA_table",0.05,0.042,0.042,0.04
"uerate_US_table",0.045,0.041,0.04,0.041
