"","V1","V2","V3","V4"
"lf_table",216000,212800,215800,216500
"empl_table",204400,201800,205300,207000
"unemp_table",11600,11000,10500,9500
"uerate_SB_table",0.054,0.052,0.049,0.044
"uerate_CA_table",0.052,0.046,0.045,0.042
"uerate_US_table",0.041,0.044,0.041,0.037
