"","V1","V2","V3","V4"
"lf_table",219713.437568262,222420.68855457,221334.602679903,219585.69378481
"empl_table",207967.462633399,217079.605003953,216502.820375081,214302.383881242
"unemp_table",12117.6545998819,5846.73840773998,5868.20617822261,5866.90342395012
"uerate_SB_table",0.0548897373128603,0.0263007090786845,0.0264744191354841,0.0269752571425413
"uerate_CA_table",0.0683528615084663,0.0350608843281871,0.0350558675766659,0.0342466370842467
"uerate_US_table",0.052,0.036,0.035,0.037
