"","V1","V2","V3","V4"
"lf_table",218600,217800,217800,218500
"empl_table",211300,210400,211600,211900
"unemp_table",7300,7400,6200,6600
"uerate_SB_table",0.033,0.034,0.028,0.03
"uerate_CA_table",0.04,0.042,0.035,0.037
"uerate_US_table",0.035,0.038,0.033,0.033
