"Date","California","Texas","New York","Florida","Illinois","Pennsylvania","Ohio","Michigan","Georgia","North Carolina","New Jersey","Virginia","Washington","Massachusetts","Indiana","Arizona","Tennessee","Missouri","Maryland","Wisconsin","Minnesota","Colorado","Alabama","South Carolina","Louisiana","Kentucky","Oregon","Oklahoma","Connecticut","Iowa","Mississippi","Arkansas","Kansas","Utah","Nevada","New Mexico","West Virginia","Nebraska","Idaho","Hawaii","Maine","New Hampshire","Rhode Island","Montana","Delaware","South Dakota","Alaska","North Dakota","Vermont","District of Columbia","Wyoming"
"2015-01-01","421200","141600","244000","158900","149500","144900","110500","108300","135200","142300","271900","223000","261100","321100","108300","184000","122200","127000","248000","147400","177100","261000","112600","127200","125700","114900","239400"," 95900","221900","120300","100300","101800","114000","229800","194700","157200"," 84800","128100","172300","502300","183700","216000","220000","191600","200000","152600","296400","180900","183000","454500","195900"
"2015-02-01","423900","142200","244300","160000","149900","145000","111000","109100","135700","142800","271800","223300","262400","322100","108600","184700","122600","127300","248700","147700","178100","263500","112300","127700","126100","115200","241100"," 96000","222000","120700","101100","102000","114200","230500","195900","157600"," 85400","128700","173100","503300","184400","216600","220900","191400","200300","153700","298000","182000","182700","458000","196900"
"2015-03-01","426500","142900","244400","161300","150600","145300","111500","109700","136400","143400","271600","223700","264100","322800","108800","185600","123200","127400","249200","148300","179300","266300","112300","128000","126200","115600","243100"," 96500","221800","121100","101800","102100","114800","231700","197100","158100"," 86000","129500","174200","504400","185200","217700","221700","191800","200000","154900","299500","183100","182700","460900","197700"
"2015-04-01","428900","143900","244600","162700","151500","145700","111700","110400","137500","143800","271400","224300","266600","323400","109300","186700","123900","127900","249600","149000","180700","269500","112400","128400","126200","116200","245200"," 97000","221700","121900","102200","102300","115200","233200","198500","158700"," 86200","130300","175400","505700","185700","218900","221400","192400","200000","156000","301100","184300","183000","463400","198500"
"2015-05-01","431400","145100","245200","164100","152100","146300","111900","111100","138500","144000","271800","224700","269200","324200","109800","188100","124600","128700","250200","149700","182000","272800","112600","129000","126500","116600","247600"," 97500","221800","122600","102500","102700","115300","234400","200100","159400"," 86400","131100","176500","506100","185700","220000","221000","192900","200800","156900","302500","185800","183300","466000","199500"
"2015-06-01","434200","146000","245900","165500","152700","146600","112400","112000","139300","144400","272500","225100","271500","325200","110100","189700","125300","129300","250800","150200","183100","276300","113000","129400","126900","117000","250000"," 97900","222100","123200","102900","103300","115600","235600","202000","160400"," 86700","131700","177300","506600","185800","220900","221300","194000","201800","157600","303200","187500","184100","469200","200700"
"2015-07-01","437000","146700","246600","166900","153200","146900","113000","112900","140000","144900","273000","225600","273900","326500","110400","191300","125800","129900","251500","150600","184000","279700","113300","129900","127300","117400","252500"," 98300","222200","123500","103600","103700","115800","236900","203700","161500"," 87200","132300","178000","508400","186000","221500","222200","194900","202800","158000","302900","188600","184300","471700","201700"
"2015-08-01","439300","147600","247700","168400","153700","147200","113300","113600","140900","145300","273500","226100","276700","328200","110800","192900","126400","130500","251800","151100","184700","282800","113400","130200","127500","117600","255000"," 98900","222300","123700","104600","104000","115900","238300","205200","162300"," 87700","132800","178800","511900","186100","222200","223200","195500","203800","158500","301700","189400","184100","474000","202400"
"2015-09-01","442000","148500","249000","169800","154100","147500","113600","114200","141500","145800","273900","226500","279100","329700","111200","194300","127000","131100","251900","151600","185400","285900","113600","130500","127700","118000","257500"," 99200","222600","123900","105300","104400","116200","239800","206600","163000"," 88000","133400","179700","515400","186300","222800","223900","196000","205000","158900","300900","190100","183900","476700","202900"
"2015-10-01","444500","149300","250200","171200","154800","147800","113900","114900","141900","146200","274200","226800","281000","330900","111500","195400","127700","131600","252000","152100","186100","288700","114000","130900","128200","118500","259700"," 99500","222700","124200","105600","104800","116500","241400","207800","163500"," 88200","133600","180400","518900","186400","223700","224800","196400","206300","159300","300700","190500","183600","479400","203400"
"2015-11-01","447000","150100","250800","172500","155400","148100","114100","115700","142200","146500","274300","227200","283000","332200","111600","196500","128300","132000","252600","152800","186700","290900","114400","131600","128800","119200","262000"," 99700","222700","124600","106000","105300","116700","242800","209300","163800"," 88500","133900","181300","522400","186800","224400","226200","196700","207600","159600","300100","190700","183600","480900","203800"
"2015-12-01","449700","150900","251100","173700","155700","148100","114400","116500","142700","147000","274500","227800","285100","333600","111800","197900","128900","132500","253000","153300","187500","293200","114700","132200","129300","119700","264800","100200","222800","124700","106400","105800","116900","244000","210900","163800"," 88900","134400","182300","525100","187300","225100","227500","196900","208400","160700","299700","191300","183600","482100","204100"
"2016-01-01","452600","151700","251400","175100","155900","148500","114900","117000","143400","147500","274900","228200","287300","334900","112400","199000","129500","132900","253100","153700","188500","295500","115100","132800","129600","120000","267200","100800","223000","124900","106900","106200","117400","245200","212400","163700"," 88800","135100","183600","528100","187700","225500","228900","197400","209000","162200","300700","191900","183400","483100","204400"
"2016-02-01","454800","152700","252300","176500","156300","149000","115300","117500","144300","148000","275200","228700","289600","336200","113100","199900","130200","133400","253200","154200","189700","298000","115400","133500","130300","120500","269300","101700","223300","125500","107400","106300","118100","246900","213800","163700"," 88800","135700","185200","532700","188400","226100","230200","198200","210100","163300","302200","192600","183600","484300","204900"
"2016-03-01","456800","153800","253600","177900","156900","149400","115800","118300","145500","148800","275500","229600","292400","337700","113700","201000","131100","133800","254000","155100","191100","300700","115700","134600","131200","121200","271900","102700","223800","125900","108000","106900","118700","248700","215500","164500"," 88800","136200","186700","537600","189400","226700","231300","199500","211400","163600","302700","193700","184200","487000","205700"
"2016-04-01","459000","155100","254800","179600","157900","149800","116300","119500","146800","149900","276100","230400","295300","339600","114400","202500","131800","134500","255400","155900","192400","303800","116200","135700","132100","121700","275400","103600","224300","126300","108700","107800","119400","250900","217700","165300"," 89000","136900","188100","541300","190200","227600","232200","201500","212000","164100","302600","194600","184800","491800","206400"
"2016-05-01","461200","156500","255700","181400","158900","150200","116900","120300","148100","150700","276800","231300","298300","341700","115300","204100","132500","135100","257000","156800","193500","306600","116800","136700","132700","122300","279000","104200","224700","126800","109400","108600","120100","252900","219500","165900"," 89100","137700","189400","544900","191500","228500","233500","203400","212500","165000","303200","195400","185300","497000","207200"
"2016-06-01","463500","158200","256500","183100","159400","150700","117500","121200","149100","151500","277500","232100","301500","343800","116200","205700","133300","135600","258400","157800","194700","309600","117300","137700","133400","122900","282400","105100","225100","127600","110000","109200","120700","254600","220600","166300"," 89400","138100","190700","548500","193200","229300","234900","204200","213500","165600","304200","196000","185700","501900","207900"
"2016-07-01","466700","160000","257600","184900","159600","151400","118000","122300","150000","152400","278000","232900","305100","345900","116900","207600","134500","136200","259700","158600","196100","312700","117800","139000","134300","123500","285300","106300","224900","128100","110500","109900","121400","256100","221800","166800"," 89800","138400","192200","552200","194900","230200","236400","204000","215000","166000","305000","196700","186300","506000","208400"
"2016-08-01","470000","161600","258800","186800","160300","152200","118600","123600","151000","153400","278400","233400","308400","348200","117500","209400","135600","136700","260600","159300","197300","315500","118000","140300","135000","124100","287700","107100","225000","128500","111300","110500","122300","257600","223500","167100"," 90100","138900","193500","555100","196300","231400","238400","204100","216200","166400","305100","197400","186400","509000","208800"
"2016-09-01","473400","163200","259300","188700","161000","152700","119200","124500","152000","154300","278400","234300","311400","350600","118200","210900","136700","137100","261200","160300","198200","317700","117900","141400","135600","124700","290300","107700","225600","128800","112200","111200","123100","259400","225200","167600"," 90200","139500","194600","557500","197700","232800","240300","205100","217000","166500","304800","198000","186000","510900","209100"
"2016-10-01","476900","164900","259700","190800","161700","153200","119700","125200","153000","155000","278300","235300","314500","352900","118900","212200","137600","137600","262300","161300","199300","319600","117900","142200","136200","125400","293000","108300","226200","129100","113200","111800","123600","261200","226900","168500"," 90300","140200","195500","560000","198900","234000","241300","206400","217800","166600","304300","198700","186000","514400","209300"
"2016-11-01","480400","166200","260500","193000","162300","153800","120200","126000","153900","156000","278800","236000","317400","355300","119200","213700","138800","138200","263700","162000","200800","322000","118100","143200","136700","126000","296100","109200","226700","129400","113900","112500","124200","262900","228700","169600"," 90400","141100","196500","564100","200100","235200","242000","207200","218800","167100","303700","199400","186200","520900","209300"
"2016-12-01","483700","167400","261800","195300","163000","154400","120600","127000","154700","157100","280000","236600","320100","358100","119700","215000","139900","138700","265000","162700","202300","324700","118300","144100","137400","126600","299300","110000","227100","129800","114500","112900","124600","264400","230200","170500"," 90400","141900","197700","567700","201600","236800","243400","208000","219300","167900","303600","200000","186900","528200","209100"
"2017-01-01","487000","168600","262600","197300","163500","154700","121100","127700","155600","157800","281200","237600","323200","361500","120400","215800","141100","139200","266000","163600","203700","327500","118500","145000","137900","127400","302100","110700","227500","130400","114700","113100","125200","266100","231700","171100"," 91000","142400","199100","569300","203100","238700","245100","208700","220000","168500","303800","200400","188200","532900","208900"
"2017-02-01","489900","169700","263200","198900","164000","155200","121900","128600","156600","158600","282500","238600","326600","364600","121000","216900","142100","139800","266900","164500","205200","330700","118900","145800","138500","128300","304500","111200","228000","131000","114700","113500","126000","268000","233500","171700"," 92100","143000","200800","569600","203900","240600","246500","208700","221300","168900","304300","201100","189600","535100","208900"
"2017-03-01","492500","171000","264300","200400","164800","156000","122900","129800","157600","159700","284500","239600","329800","367400","121800","218400","143200","140900","267900","165500","207000","333700","119200","146700","139100","129000","307000","111700","228600","131700","114700","114100","126900","270200","235800","172400"," 92900","144000","202900","570500","204900","242600","248000","208500","222200","169500","304800","201700","190400","536100","209300"
"2017-04-01","495400","172300","265900","202200","165500","156800","124000","130900","158700","161000","287800","240400","333400","370000","122900","220200","144400","141800","269000","166600","208800","336300","119700","147300","139700","129600","309700","112500","229500","132500","114900","114700","127800","272900","238400","173000"," 93000","145100","205000","572000","206400","244400","250100","208900","222200","170300","305300","202300","190800","537700","209700"
"2017-05-01","498700","173400","267700","204000","166300","157800","124900","131900","159700","162100","291100","241400","337300","372300","123800","221800","145500","142400","270000","167700","210500","338700","120400","147800","140100","130500","312100","113400","230300","133000","114900","115200","128700","275600","241200","173200"," 93300","146100","207200","573800","207600","246100","252100","209600","222300","171100","305500","202700","191400","539400","209700"
"2017-06-01","502400","174400","269700","205700","167000","158600","125600","132900","160500","162900","293700","242400","340400","373800","124200","223300","146600","142900","270500","168600","212100","340700","120600","148500","140300","131500","314000","114000","230300","133400","114900","115700","129200","278000","243800","173400"," 93300","147200","208800","575900","208600","247200","253600","209500","221900","172000","305800","203200","191900","541400","209500"
"2017-07-01","506100","175300","271500","207300","167700","159300","126100","133700","161200","163500","295700","243100","343000","374900","124600","224800","147500","143400","270800","169400","213300","342100","120300","149300","140500","132300","315700","114400","230700","133700","115100","116200","129400","280400","245900","173800"," 92700","148000","210200","577500","209500","248100","254600","209400","221500","172900","305800","203600","192000","544100","209400"
"2017-08-01","509300","176100","272400","208900","168200","160100","126600","134300","162200","163900","297700","243700","345200","376400","125200","226200","148100","144000","271500","170300","214200","343600","120400","150100","140800","132900","317500","114700","231900","134100","115500","116700","129700","282800","247800","174500"," 92100","148700","212200","579100","210200","249300","256100","209800","222100","173500","305800","203800","192200","547100","209800"
"2017-09-01","512300","177000","273000","210400","168800","161100","127300","135000","163400","164400","300100","244600","347200","378700","125700","227400","148500","144600","272800","171300","215400","345400","120700","150800","141300","133300","319200","115200","233300","134400","115800","116900","130100","284600","250200","175100"," 92000","149500","214400","581000","210900","251000","257900","210100","222500","174400","306200","203800","192700","548700","210400"
"2017-10-01","515500","177700","274000","211800","169600","161900","127900","135700","164400","165200","302500","245200","349100","380900","126100","228700","149200","145200","273800","172200","216800","347100","120900","151600","141500","133700","320300","115600","234200","135000","116200","116700","130600","286000","253000","175900"," 92000","150100","216000","583900","212300","252600","260100","210700","224600","175400","306700","203800","193100","548800","211000"
"2017-11-01","518900","178500","275400","213100","170400","162500","128500","136500","165300","166100","304600","245900","351700","382800","126900","229700","150000","146000","274700","172800","217600","348700","120900","152200","141800","134200","321400","115900","235400","135900","116800","116600","131000","288200","255500","177300"," 92000","150800","217400","586200","214400","254200","262900","212200","230600","176100","307200","203600","193500","548400","211700"
"2017-12-01","522400","179300","277000","214200","171300","163200","129000","137300","166400","166700","306500","246300","354500","384300","127700","230700","151000","146800","275800","173500","218400","350600","121200","152900","142200","134800","322900","116300","236500","136700","116800","116800","131300","290700","257900","178800"," 92100","151600","218600","588600","216100","255200","265500","214000","237700","176200","308100","203400","193900","548400","212700"
"2018-01-01","527000","180300","278500","215800","172300","164100","129600","138200","167900","167700","308600","247000","357900","386500","128400","232500","152300","147700","277500","174300","219900","353700","122000","153900","142600","135400","325100","116800","237400","137100","116600","117500","131500","293600","261000","180000"," 92300","152400","220300","592400","217300","256200","267600","216400","240200","176600","308700","203300","194300","551600","213800"
"2018-02-01","531800","181600","279700","218200","173400","165300","130000","139100","169800","169100","310800","248200","361400","389500","129500","234600","153900","148800","279400","175000","221700","357500","123200","155300","142800","135900","327700","117700","237900","137200","116900","118700","131600","297100","264400","180800"," 92900","153400","222600","598100","218400","257900","269300","219800","239100","177900","308200","203200","194500","558200","214900"
"2018-03-01","534900","182900","280800","220100","174000","166300","130600","139800","171200","170200","313100","249300","363800","391400","130800","236200","155300","149900","281100","175400","223000","360300","124400","156400","143300","136500","329800","118500","238300","137500","117800","119900","131800","300300","266800","181200"," 93700","154200","224900","602000","219400","259800","270500","222900","236900","179700","307100","203100","194900","563200","215600"
"2018-04-01","536500","184000","281300","221500","174300","166900","131200","140600","172300","171100","314900","249900","365700","392600","131900","237600","156400","151000","282300","176000","224100","362200","125300","157200","144200","137400","331400","119200","238900","137800","119200","120700","132500","303300","268900","182700"," 94300","154900","227400","605200","220000","261300","271700","224100","235300","180600","306900","203300","195100","563300","216700"
"2018-05-01","538500","185200","280900","223100","175000","167700","132100","141900","173800","172300","316400","250700","368700","394500","133000","239200","157500","152300","283300","177000","225100","363800","125900","158000","145000","138300","333100","119500","239700","138100","121300","121400","133600","307600","271700","185200"," 94500","156000","230700","608700","220400","263100","273400","224400","233900","181200","307400","203100","195300","563500","218400"
"2018-06-01","540700","186400","280600","224800","175500","168700","132800","143100","175300","173400","317600","251300","371600","396700","134000","240800","158200","153400","283900","178000","225700","365200","126400","158800","145500","138700","335100","119600","240500","138200","123000","121600","134700","312000","274800","187000"," 94600","157300","234100","612400","220700","265200","274800","225000","233600","181800","308400","202800","195300","565700","220200"
"2018-07-01","542600","187400","281100","226000","175600","169500","133400","144200","176500","174500","318500","251800","373100","398300","135200","242300","159100","154300","284400","179000","226500","366200","127100","159400","145800","139400","336700","119800","241000","138800","123400","121800","135400","315500","277700","187800"," 94900","158400","237000","615100","221900","267000","275400","226400","233900","182400","309200","202600","196200","568200","221200"
"2018-08-01","544200","188200","282200","227000","175800","169900","134300","145400","177400","175800","319400","252500","373800","399700","136500","243600","160400","155100","285100","180200","227500","366700","127800","160300","145900","140300","337700","120200","241500","139500","123200","122200","136200","318500","280700","189100"," 95400","159300","239500","616900","224400","268700","275500","227400","234200","182600","309800","202900","198000","569600","221200"
"2018-09-01","545400","189400","284100","228100","176400","170400","135300","146600","179100","177300","320700","253500","375300","401000","137900","245200","161900","156100","286300","181600","228800","367900","128300","161500","146400","141400","338500","120700","241900","140400","123600","122800","137100","322300","284000","190500"," 95900","160100","242900","618300","227200","270100","276400","228500","234000","182900","310000","204000","200000","572000","221400"
"2018-10-01","546900","190800","286400","229300","177200","171100","136300","147800","181700","178800","322200","254400","377500","402400","139400","247200","163200","157500","287300","183000","230100","370200","129000","162900","147400","142300","339700","121500","242400","141100","124800","123400","138000","326400","287300","191400"," 96400","160900","247500","618000","229100","271400","278100","230700","234200","183800","310500","205600","201000","576000","222600"
"2018-11-01","548200","192300","288200","230300","178200","171800","137400","148900","184100","180400","323500","255300","379500","403700","141000","248800","164200","159000","288300","184300","231500","372700","129800","163900","147700","143100","341300","122100","242200","141600","126000","124400","138600","330200","289700","192100"," 96900","161900","252000","617600","229900","272500","279300","233700","235100","185400","312000","206000","201800","579600","224300"
"2018-12-01","548800","193700","289800","231400","179100","172600","138400","149700","185600","181700","324300","256500","381400","405100","142100","249900","164800","160300","289300","185300","232800","374500","130300","164600","147300","143700","343200","122600","242200","141900","126800","125300","139300","333300","291000","193000"," 97400","163000","255500","618600","230500","273700","279900","235800","236300","186800","311300","205500","202700","581100","225600"
"2019-01-01","548900","195200","292100","232600","179900","173200","139000","150400","187000","182800","325200","257400","383900","406600","142900","251300","165700","161000","290300","186000","233900","376000","130400","165300","147200","144400","345000","123000","242900","142300","127400","125900","139900","336400","292000","194100"," 97500","163900","258700","619100","231400","274600","280600","237300","237400","187900","308000","205500","203100","580600","226100"
"2019-02-01","548800","196100","294200","233300","180300","173300","139100","151000","187700","183400","326300","257700","385400","407800","143500","252300","166500","161400","291000","186400","234400","376800","130500","165800","147300","144700","346100","123300","243700","142600","128000","126200","140200","338700","293100","195100"," 97300","164500","260800","617900","232100","275000","281500","238100","238200","188600","305800","206000","202900","579200","226100"
