"","V1","V2","V3","V4"
"lf_table",218649,212303,208900,211154
"empl_table",212006,183354,182051,187559
"unemp_table",7239,29178,30116,23523
"uerate_SB_table",0.033,0.137,0.142,0.111
"uerate_CA_table",0.037,0.159,0.161,0.135
"uerate_US_table",0.034,0.143,0.126,0.1
