"","V1","V2","V3","V4"
"lf_table",219100,217700,218500,217300
"empl_table",209300,210800,210000,209100
"unemp_table",9800,6800,8600,8200
"uerate_SB_table",0.045,0.031,0.039,0.038
"uerate_CA_table",0.051,0.037,0.045,0.044
"uerate_US_table",0.046,0.036,0.042,0.041
