"","V1","V2","V3","V4"
"lf_table",218287,214199,211948,207887
"empl_table",211271,202765,183090,180720
"unemp_table",7364,10880,29261,30305
"uerate_SB_table",0.034,0.051,0.138,0.146
"uerate_CA_table",0.038,0.057,0.163,0.167
"uerate_US_table",0.034,0.143,0.126,0.1
