"","V1","V2","V3","V4"
"lf_table",222700,210900,213600,214600
"empl_table",211700,194600,198300,200500
"unemp_table",11000,16400,15300,14200
"uerate_SB_table",0.049,0.078,0.072,0.066
"uerate_CA_table",0.051,0.092,0.084,0.082
"uerate_US_table",0.144,0.066,0.062,0.057
