"","V1","V2","V3","V4"
"lf_table",218100,220400,217700,218000
"empl_table",211300,209700,210100,211600
"unemp_table",6800,10700,7700,6400
"uerate_SB_table",0.031,0.049,0.035,0.029
"uerate_CA_table",0.037,0.046,0.039,0.035
"uerate_US_table",0.036,0.039,0.033,0.034
