"","V1","V2","V3","V4"
"lf_table",216751,219650,217166,216821
"empl_table",208315,210505,208982,208692
"unemp_table",8615,9385,8434,8219
"uerate_SB_table",0.04,0.043,0.039,0.038
"uerate_CA_table",0.042,0.044,0.041,0.04
"uerate_US_table",0.039,0.038,0.036,0.037
