"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",219400,219400,221600,222100,217198,218507,219734,219717
"empl_table",198400,207700,208500,209300,197358,207192,208444,208221
"unemp_table",21000,11800,13100,12900,19769,12355,11946,12044
"uerate_SB_table",0.096,0.054,0.059,0.058,0.091,0.056,0.054,0.054
"uerate_CA_table",0.136,0.075,0.08,0.079,0.118,0.073,0.069,0.068
"uerate_US_table",0.105,0.055,0.061,0.057,0.102,0.058,0.059,0.054
