"","V1","V2","V3","V4"
"lf_table",219400,219400,221600,222100
"empl_table",198400,207700,208500,209300
"unemp_table",21000,11800,13100,12900
"uerate_SB_table",0.096,0.054,0.059,0.058
"uerate_CA_table",0.136,0.075,0.08,0.079
"uerate_US_table",0.105,0.055,0.061,0.057
