"","V1","V2","V3","V4"
"lf_table",214700,219600,218300,215400
"empl_table",203100,211300,210200,205900
"unemp_table",11600,8300,8100,9500
"uerate_SB_table",0.054,0.038,0.037,0.044
"uerate_CA_table",0.05,0.043,0.04,0.042
"uerate_US_table",0.045,0.039,0.039,0.039
