"","V1","V2","V3","V4"
"lf_table",217277,219163,218652,217866
"empl_table",206432,210298,210128,209193
"unemp_table",10821,8940,8279,8682
"uerate_SB_table",0.05,0.041,0.037,0.04
"uerate_CA_table",0.052,0.045,0.041,0.044
"uerate_US_table",0.047,0.041,0.042,0.041
