"","V1","V2","V3","V4"
"lf_table",218500,210800,209900,211700
"empl_table",212000,189200,193900,196100
"unemp_table",6500,21700,16000,15600
"uerate_SB_table",0.03,0.103,0.076,0.074
"uerate_CA_table",0.036,0.139,0.113,0.108
"uerate_US_table",0.033,0.105,0.085,0.077
