"","V1","V2","V3","V4"
"lf_table",218280,209709,210157,211406
"empl_table",209801,189365,193170,193718
"unemp_table",7747,20398,16582,18850
"uerate_SB_table",0.036,0.097,0.079,0.089
"uerate_CA_table",0.039,0.121,0.105,0.118
"uerate_US_table",0.036,0.092,0.081,0.085
