"","V1","V2","V3","V4"
"lf_table",219300,220700,221500,220800
"empl_table",204800,208600,211400,211000
"unemp_table",14500,12000,10100,9900
"uerate_SB_table",0.066,0.055,0.046,0.045
"uerate_CA_table",0.093,0.075,0.064,0.061
"uerate_US_table",0.064,0.046,0.043,0.039
