"","V1","V2","V3","V4"
"lf_table",216300,221600,221900,220300
"empl_table",198400,208500,209200,208200
"unemp_table",17900,13100,12700,12100
"uerate_SB_table",0.083,0.059,0.057,0.055
"uerate_CA_table",0.123,0.08,0.079,0.075
"uerate_US_table",0.085,0.061,0.057,0.053
