"","industrylist_short.i.","employment_ind_currrent_NSA","employment_ind_MoM_NSA","employment_ind_YoY_NSA","emp_pcttot_NSA","employment_industry_current","employment_industry_MoM","employment_industry_YoY","employment_pcttot"
"1","Total, All Industries",210100,-0.0232450023245002,0.0478802992518703,"",211666.103986214,0.00208157985966984,0.0475505373986858,""
"2","Total Nonfarm",190300,0.00316288877174475,0.0473307649972483,"",186326.988308381,0.00331824620414856,0.0468310005420232,""
"3","Educational and Health Services",28700,-0.00347222222222221,0.0213523131672597,"0.136601618277011",28456.521308953,-3.4525168334909e-05,0.0208802950716143,"0.133971243505659"
"4","Financial Activities",6600,0.0153846153846153,0,"0.031413612565445",6537.00479786956,0.0109730444827503,-0.000465626506647498,"0.030775745638927"
"5","Goods Producing",21600,0.00465116279069777,0.00934579439252325,"0.10280818657782",21447.2323001322,0.00307246572302677,0.00831715775292219,"0.10097201797113"
"6","Government",36000,-0.00277008310249305,0.0169491525423728,"0.1713469776297",35336.4293460716,-0.00159540675349645,0.0166667085817287,"0.166361352786071"
"7","Information",4200,0.024390243902439,0.0769230769230769,"0.019990480723465",4140.44885803005,0.0219689400798408,0.0766479784943501,"0.0194929336639385"
"8","Leisure and Hospitality",24300,0.0125,0.252577319587629,"0.115659209900048",24079.3932055025,0.0225686200730089,0.253449148652279,"0.113364041077921"
"9","Other Services",5800,0,0.115384615384615,"0.0276059019514517",5770.667125819,0.0115353865482872,0.115109761039633,"0.027167883323109"
"10","Professional and Business Services",35600,0.0028169014084507,0.0200573065902578,"0.169443122322703",34891.1034249271,0.00136678777970523,0.018717754872134,"0.164264790568459"
"11","Retail Trade",19000,0,0.0497237569060773,"0.0904331270823417",18078.1956723619,-0.00537828136831187,0.0512339023695179,"0.0851108372759165"
"12","Total Farm",19800,-0.220472440944882,0.053191489361702,"0.0942408376963351",25434.0326503402,0.000809819043339877,0.0445394102443912,"0.119741585576645"
"13","Transportation, Warehousing and Utilitie",3600,0.0285714285714285,-0.027027027027027,"0.01713469776297",3346.31149292758,-0.0102206183883096,-0.0288736781662422,"0.0157541924045276"
"14","Wholesale Trade",4900,0,-0.02,"0.0233222275107092",4890.34197574408,0.00212134437920675,-0.02229205486146,"0.0230233762076965"
