"","V1","V2","V3","V4"
"lf_table",213100,221200,220600,216600
"empl_table",197600,211400,211900,208000
"unemp_table",15500,9800,8600,8600
"uerate_SB_table",0.073,0.044,0.039,0.04
"uerate_CA_table",0.091,0.061,0.054,0.05
"uerate_US_table",0.066,0.037,0.044,0.041
