"","industrylist_short.i.","employment_ind_currrent_NSA","employment_ind_MoM_NSA","employment_ind_YoY_NSA","emp_pcttot_NSA","employment_industry_current","employment_industry_MoM","employment_industry_YoY","employment_pcttot"
"1","Total, All Industries",113800,-0.0281810418445773,0.0411710887465691,"",114067.584065315,-0.00164228081869355,0.0408861367087843,""
"2","Total Nonfarm",109900,-0.0248447204968945,0.0426944971537002,"",109257.596646977,-0.00139732762575129,0.0423593256382662,""
"3","Educational and Health Services",17000,-0.0116279069767442,0.0179640718562875,"0.149384885764499",16580.6024532302,-0.00447717831605099,0.0171985007815181,"0.145318727792684"
"4","Financial Activities",3700,0,0.0277777777777777,"0.0325131810193322",3687.36534084588,-0.00178599611844832,0.0268261933908009,"0.0323174771091726"
"5","Goods Producing",17200,0,0.0955414012738853,"0.151142355008787",17040.4706983998,0.00738745660940432,0.0949310805345069,"0.149349188599449"
"6","Government",20300,-0.121212121212121,-0.0193236714975845,"0.178383128295255",21400.7639881248,-0.0266219689418835,-0.013796774012909,"0.187564463071721"
"7","Information",1200,0,0.0909090909090908,"0.0105448154657293",1205.70356890276,-0.00342149792979163,0.0962186222272752,"0.0105672462277698"
"8","Leisure and Hospitality",15200,-0.012987012987013,0.0780141843971631,"0.133567662565905",14894.501481356,0.0152822416988585,0.0755412154637034,"0.130541095384337"
"9","Other Services",3500,0,0.129032258064516,"0.0307557117750439",3443.04703125745,0.00767151477871519,0.128149040353102,"0.0301761782012471"
"10","Professional and Business Services",11700,0.00862068965517238,0.0934579439252337,"0.102811950790861",11651.362068463,0.0113260658543588,0.0908783528304684,"0.102116983844041"
"11","Retail Trade",13700,0.0223880597014925,0.00735294117647056,"0.120386643233743",13147.4727992081,0.0119919974151004,0.00665794177800105,"0.115229469270438"
"12","Total Farm",3900,-0.113636363636364,0,"0.0342706502636204",4798.30104489741,-0.0147184456217641,-0.000356569848452226,"0.0420541416017699"
"13","Transportation, Warehousing and Utilitie",3800,0,0.0857142857142856,"0.0333919156414763",3686.09255836799,-0.00198773324378854,0.0821565542807725,"0.0323063219577862"
"14","Wholesale Trade",2600,0,0,"0.0228471001757469",2562.49760120468,-0.00141259517193859,-0.00050509417467659,"0.0224587069395854"
