"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",213100,221200,220600,216600,215465,219690,220129,218930
"empl_table",197600,211400,211900,208000,199195,207839,208747,209302
"unemp_table",15500,9800,8600,8600,16922,11243,10290,9506
"uerate_SB_table",0.073,0.044,0.039,0.04,0.079,0.052,0.047,0.044
"uerate_CA_table",0.091,0.061,0.054,0.05,0.107,0.067,0.065,0.059
"uerate_US_table",0.066,0.037,0.044,0.041,0.062,0.039,0.04,0.038
