"","V1","V2","V3","V4"
"lf_table",216800,219400,218100,215800
"empl_table",208300,212800,211300,208000
"unemp_table",8600,6600,6900,7800
"uerate_SB_table",0.04,0.03,0.032,0.036
"uerate_CA_table",0.041,0.037,0.037,0.037
"uerate_US_table",0.037,0.033,0.033,0.034
