"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",211300,216800,216000,219800,212371,220105,220847,221196
"empl_table",194500,208300,205600,210500,196760,210239,210994,213100
"unemp_table",16800,8400,10400,9300,15162,9317,9370,8542
"uerate_SB_table",0.08,0.039,0.048,0.043,0.071,0.043,0.043,0.039
"uerate_CA_table",0.089,0.048,0.055,0.048,0.092,0.057,0.056,0.05
"uerate_US_table",0.062,0.044,0.041,0.038,0.06,0.04,0.038,0.036
