"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",16900,17200,17100,17300,17029,17458,17503,17460
"empl_table",15100,16200,16000,16400,15208,16272,16340,16500
"unempl_table",1800,1000,1100,1000,1662,1105,1032,949
"uerate_table",0.107,0.057,0.065,0.055,0.097,0.061,0.058,0.051
