"","V1","V2","V3","V4"
"lf_table",223112.067836425,214934.628333662,214994.156298029,214199.724134535
"empl_table",213275.117784243,201341.05135507,199086.180155438,197685.92826085
"unemp_table",10199.9615721703,13356.1059975613,16107.679841604,16757.1814326992
"uerate_SB_table",0.0450313223237831,0.0626704292817641,0.0752507887345735,0.0780932802746916
"uerate_CA_table",0.0464518695034603,0.0996442475932382,0.107508976089165,0.0976655646523441
"uerate_US_table",0.044,0.063,0.062,0.06
