"","V1","V2","V3","V4"
"lf_table",218800,217300,217700,218700
"empl_table",209500,209600,210800,210100
"unemp_table",9300,7700,6800,8600
"uerate_SB_table",0.042,0.035,0.031,0.039
"uerate_CA_table",0.048,0.038,0.037,0.045
"uerate_US_table",0.045,0.037,0.036,0.042
