"","V1","V2","V3","V4"
"lf_table",216735,216243,216451,216652
"empl_table",207083,207709,207867,207723
"unemp_table",9686,8694,8718,8965
"uerate_SB_table",0.044,0.04,0.04,0.042
"uerate_CA_table",0.047,0.041,0.042,0.044
"uerate_US_table",0.043,0.041,0.039,0.04
