"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",NA,NA,NA,NA,NA,NA,NA,NA
"empl_table",47500,48900,49900,50400,47483,49680,50179,50409
"unempl_table",2200,1000,900,800,2317,1143,994,838
"uerate_table",0.045,0.02,0.017,0.015,0.046,0.022,0.018,0.015
