"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",49800,50700,50900,50200,49479,49814,49701,49951
"empl_table",44800,46100,47100,47600,44867,46898,47430,47720
"unempl_table",5000,4500,3700,2600,4576,3084,2669,2399
"uerate_table",0.101,0.09,0.073,0.052,0.092,0.062,0.053,0.048
