"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",217400,218900,222000,222600,217136,221220,222072,222448
"empl_table",203500,209500,214100,216300,203844,213216,215422,216914
"unemp_table",14000,9400,7900,6300,13858,8202,6997,6183
"uerate_SB_table",0.064,0.043,0.036,0.028,0.063,0.037,0.031,0.027
"uerate_CA_table",0.083,0.049,0.043,0.038,0.081,0.049,0.042,0.037
"uerate_US_table",0.057,0.041,0.038,0.033,0.06,0.038,0.036,0.036
