"","V1","V2","V3","V4"
"lf_table",217400,218900,222000,222600
"empl_table",203500,209500,214100,216300
"unemp_table",14000,9400,7900,6300
"uerate_SB_table",0.064,0.043,0.036,0.028
"uerate_CA_table",0.083,0.049,0.043,0.038
"uerate_US_table",0.057,0.041,0.038,0.033
