"","V1","V2","V3","V4"
"lf_table",216495,217070,217286,217788
"empl_table",208165,208955,208948,209623
"unemp_table",8359,8114,7930,8081
"uerate_SB_table",0.038,0.038,0.036,0.037
"uerate_CA_table",0.041,0.04,0.041,0.04
"uerate_US_table",0.038,0.037,0.036,0.037
