"","V1","V2","V3","V4"
"lf_table",218000,218200,219100,219200
"empl_table",209700,211800,211500,211100
"unemp_table",8400,6300,7500,8100
"uerate_SB_table",0.038,0.029,0.034,0.037
"uerate_CA_table",0.045,0.035,0.042,0.044
"uerate_US_table",0.041,0.034,0.038,0.04
