"","V1","V2","V3","V4"
"lf_table",216952,216997,218388,219114
"empl_table",206466,206822,208600,210323
"unemp_table",10729,10327,9835,8975
"uerate_SB_table",0.049,0.047,0.045,0.042
"uerate_CA_table",0.053,0.052,0.048,0.044
"uerate_US_table",0.049,0.043,0.042,0.041
