"","V1","V2","V3","V4"
"lf_table",217400,217000,217500,219700
"empl_table",207300,207000,208600,211300
"unemp_table",10100,10100,8900,8300
"uerate_SB_table",0.046,0.046,0.041,0.038
"uerate_CA_table",0.052,0.054,0.047,0.043
"uerate_US_table",0.047,0.045,0.041,0.039
