"","V1","V2","V3","V4"
"lf_table",216000,217500,219600,218500
"empl_table",205800,208600,211300,210300
"unemp_table",10300,8900,8300,8300
"uerate_SB_table",0.048,0.041,0.038,0.038
"uerate_CA_table",0.05,0.047,0.043,0.04
"uerate_US_table",0.044,0.041,0.039,0.039
