"","V1","V2","V3","V4"
"lf_table",216455,218322,219156,218983
"empl_table",205792,208601,210371,210262
"unemp_table",10489,9769,8906,8553
"uerate_SB_table",0.049,0.045,0.041,0.039
"uerate_CA_table",0.052,0.048,0.044,0.042
"uerate_US_table",0.047,0.042,0.041,0.042
