"","V1","V2","V3","V4"
"lf_table",215600,214400,216200,219600
"empl_table",188900,200300,203400,207700
"unemp_table",26700,14100,12800,11900
"uerate_SB_table",0.124,0.066,0.059,0.054
"uerate_CA_table",0.155,0.082,0.081,0.075
"uerate_US_table",0.112,0.057,0.055,0.061
