"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",215700,221900,220700,221400,215711,220025,220826,221380
"empl_table",199500,209200,208600,211100,198130,208376,208598,209593
"unemp_table",16100,12700,12000,10300,18623,11860,12246,11882
"uerate_SB_table",0.075,0.057,0.055,0.047,0.087,0.054,0.056,0.054
"uerate_CA_table",0.105,0.079,0.075,0.064,0.113,0.068,0.069,0.069
"uerate_US_table",0.077,0.057,0.053,0.046,0.078,0.054,0.052,0.048
