"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",49500,47200,49100,48500,49654,48100,49042,48619
"empl_table",47100,43600,45600,44800,46461,43307,44602,44026
"unempl_table",2400,3600,3500,3700,3002,5160,4852,4785
"uerate_table",0.049,0.077,0.072,0.077,0.06,0.106,0.098,0.096
