"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",7300,7000,7200,7100,7252,6985,7154,7047
"empl_table",7100,6600,6900,6700,7011,6528,6792,6592
"unempl_table",200,400,400,300,251,454,466,383
"uerate_table",0.027,0.061,0.052,0.048,0.033,0.069,0.063,0.061
