"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",17200,16700,17200,16800,17121,16595,16920,16718
"empl_table",16900,15600,16400,16100,16682,15538,16030,15850
"unempl_table",300,1100,900,700,411,1093,998,1014
"uerate_table",0.02,0.065,0.051,0.043,0.024,0.065,0.058,0.056
