"","V1","V2","V3","V4"
"lf_table",218500,211100,218300,213600
"empl_table",211500,195700,204900,201300
"unemp_table",7000,15400,13400,12300
"uerate_SB_table",0.032,0.073,0.061,0.058
"uerate_CA_table",0.037,0.107,0.087,0.079
"uerate_US_table",0.033,0.077,0.066,0.064
