"","industrylist_short.i.","employment_ind_currrent_NSA","employment_ind_MoM_NSA","employment_ind_YoY_NSA","emp_pcttot_NSA","employment_industry_current","employment_industry_MoM","employment_industry_YoY","employment_pcttot"
"1","Total, All Industries",111800,0.00269058295964131,-0.116205533596838,"",109885.157485586,-0.000736518386211027,-0.117311100738318,""
"2","Total Nonfarm",107200,0.0084666039510819,-0.122749590834697,"",104949.987600846,-0.000984819233436851,-0.123874743481616,""
"3","Educational and Health Services",17900,0.00561797752808979,-0.0578947368421052,"0.160107334525939",17492.5730531426,0.002293642788467,-0.0591528282998048,"0.159414653656036"
"4","Financial Activities",3800,0,-0.0256410256410257,"0.0339892665474061",3773.56878229578,0.0047304726779096,-0.0270249341832829,"0.0343895754300617"
"5","Goods Producing",14300,0.0141843971631206,-0.122699386503067,"0.127906976744186",13989.5443018754,0.016132177798966,-0.124953955972865,"0.127490584313357"
"6","Government",21500,0.00467289719626174,-0.146825396825397,"0.192307692307692",20821.0979523988,-0.0290743255499561,-0.148653873838421,"0.18974842115773"
"7","Information",1100,0,-0.153846153846154,"0.00983899821109123",1093.40287836369,-0.00442095942110809,-0.155277829945801,"0.0099644826768093"
"8","Leisure and Hospitality",14900,0.0067567567567568,-0.255,"0.133273703041145",14491.1853268764,0.000856148971474902,-0.263873931338722,"0.132062177641409"
"9","Other Services",3500,0,-0.166666666666667,"0.0313059033989267",3416.37741546736,-0.00158325214622135,-0.168939036328762,"0.0311343917667498"
"10","Professional and Business Services",10400,0.00970873786407767,-0.0956521739130435,"0.0930232558139535",10315.2896240832,0.0095139594527045,-0.0972612652540661,"0.0940060857707553"
"11","Retail Trade",12900,0.0078125,-0.0785714285714286,"0.115384615384615",12546.4749206228,-0.0153580060612654,-0.0806842829851615,"0.114339494138394"
"12","Total Farm",4600,-0.115384615384615,0.069767441860465,"0.0411449016100179",5027.17732100856,0.021545502000188,0.0681801589372553,"0.0458140565748321"
"13","Transportation, Warehousing and Utilitie",4400,0.0476190476190477,0.0731707317073171,"0.0393559928443649",4287.1077457901,0.0270199690446327,0.0693727135157365,"0.0390695979605161"
"14","Wholesale Trade",2500,0,-0.0740740740740741,"0.0223613595706619",2476.22017104968,-0.00144717227561997,-0.0724126989622944,"0.0225664789133499"
