"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",2800,2600,2700,2700,2782,2603,2667,2679
"empl_table",2700,2500,2700,2600,2664,2498,2621,2560
"unempl_table",0,100,100,100,28,122,126,130
"uerate_table",0.013,0.031,0.026,0.024,0.016,0.037,0.033,0.032
