"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",3000,2900,3000,2900,2986,2884,2930,2887
"empl_table",3000,2800,2900,2800,2970,2773,2849,2767
"unempl_table",100,100,100,100,108,103,109,110
"uerate_table",0.018,0.043,0.036,0.034,0.022,0.049,0.045,0.044
