"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",3100,2900,2900,3000,3041,2885,2889,2928
"empl_table",3000,2700,2800,2900,2959,2708,2777,2854
"unempl_table",100,100,100,100,106,101,103,108
"uerate_table",0.018,0.045,0.043,0.037,0.022,0.048,0.051,0.047
