"","V1","V2","V3","V4"
"lf_table",220300,209900,211100,218200
"empl_table",213500,193900,195700,204400
"unemp_table",6900,16000,15400,13800
"uerate_SB_table",0.031,0.076,0.073,0.063
"uerate_CA_table",0.037,0.113,0.107,0.09
"uerate_US_table",0.033,0.105,0.085,0.077
