"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",7300,6900,7000,7200,7266,6905,6992,7160
"empl_table",7100,6500,6600,6800,7014,6492,6540,6711
"unempl_table",200,400,400,400,237,417,464,476
"uerate_table",0.026,0.064,0.061,0.053,0.031,0.067,0.071,0.066
